Country,EdLevel,Experience,Language,Salary
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,HTML/CSS;Java;TypeScript,52207.0
France,Some college/university study without earning a degree,10.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,69609.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11.0,C#;HTML/CSS;JavaScript;TypeScript,52903.0
Czech Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,30424.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Assembly;Bash/Shell (all shells);C;C++;Java;JavaScript;Kotlin;MATLAB;MicroPython;PHP;Python;TypeScript,78595.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,HTML/CSS;JavaScript;PHP,46806.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Java;JavaScript;Lua;Perl;Python;TypeScript,240763.0
South Korea,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Lua;Python;R;Ruby;Rust;Scala;SQL;TypeScript,140000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,HTML/CSS;JavaScript;TypeScript,20923.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL;TypeScript,127616.0
Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,97230.0
Czech Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Elixir;HTML/CSS;JavaScript;Python;Rust;SQL;Swift;TypeScript,93611.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Python;SQL,68071.0
Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Bash/Shell (all shells);C#;C++;Groovy;HTML/CSS;Java;JavaScript;Python;SQL,43139.0
United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,Go;Python,117082.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",34.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,180000.0
Uruguay,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,59534.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Java;Python;SQL,39521.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,C#;HTML/CSS;JavaScript;SQL,11624.0
Greece,"Associate degree (A.A., A.S., etc.)",30.0,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),37125.0
Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,C#;Go;Python;SQL,791.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,Bash/Shell (all shells);Go;HTML/CSS;Ruby;Rust;SQL;TypeScript,104413.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,Bash/Shell (all shells);Perl;Python,200000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,HTML/CSS;JavaScript;PHP,108913.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);C;C++;Python,81210.0
United States of America,"Associate degree (A.A., A.S., etc.)",2.0,Bash/Shell (all shells);HTML/CSS;Lua;Python;SQL,85000.0
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",17.0,Bash/Shell (all shells);C++;Python,65490.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,C;C++;HTML/CSS;JavaScript;MATLAB;Python,100000.0
Czech Republic,Some college/university study without earning a degree,8.0,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL,11233.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;R;SQL;TypeScript,70574.0
Uganda,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,HTML/CSS;Java;JavaScript;MicroPython;PHP;PowerShell;Prolog;R;Ruby;Swift;TypeScript;VBA;Visual Basic (.Net);Zig,187.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,58120.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",14.0,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,230000.0
Hungary,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0,Go;Java;JavaScript;Kotlin;Rust,69400.0
Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;MATLAB;PHP;PowerShell;Python;SQL;VBA,44052.0
Bulgaria,Some college/university study without earning a degree,19.0,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,7117.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",42.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;PowerShell;SQL;VBA,300000.0
Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Bash/Shell (all shells);JavaScript;Python;Ruby;TypeScript,73000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",36.0,Bash/Shell (all shells);C#;JavaScript;Kotlin;SQL,98612.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Python;Rust,51536.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,C#;C++;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,136141.0
Czech Republic,"Associate degree (A.A., A.S., etc.)",24.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Lua;PHP;TypeScript,67400.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,Go,75410.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42.0,Bash/Shell (all shells);C++;PowerShell;Python,156563.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,C#;Java;SQL;Swift,15291.0
India,Some college/university study without earning a degree,5.0,C;C++;HTML/CSS;Java;JavaScript;Kotlin,1744.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,HTML/CSS;JavaScript;TypeScript,107894.0
Germany,Some college/university study without earning a degree,25.0,Bash/Shell (all shells);Java;JavaScript;Perl;PHP;Python;SQL,104413.0
Turkey,Some college/university study without earning a degree,26.0,HTML/CSS;JavaScript;TypeScript,151487.0
Israel,Some college/university study without earning a degree,10.0,HTML/CSS;JavaScript;Python;SQL;TypeScript,8236.0
Nigeria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Ada;HTML/CSS,65.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Ada;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;PowerShell;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net),197405.0
Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100.0,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,18.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,7265.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Java;Kotlin,110214.0
Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;VBA,40605.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Go;PowerShell;Python;SQL,49976.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PHP;Python;SQL,60496.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);F#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,68431.0
Czech Republic,Some college/university study without earning a degree,21.0,HTML/CSS;JavaScript;PHP;TypeScript,74889.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,41355.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,210000.0
China,Some college/university study without earning a degree,4.0,HTML/CSS;Java;JavaScript;Python;SQL;VBA,13929.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Bash/Shell (all shells);C#;F#;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,72958.0
United States of America,Some college/university study without earning a degree,4.0,C#;HTML/CSS;PowerShell;Python;SQL,160000.0
United States of America,"Associate degree (A.A., A.S., etc.)",26.0,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,120000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C#;Dart;JavaScript,27898.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,4780.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Bash/Shell (all shells);C;C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript,150000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Bash/Shell (all shells);HTML/CSS;Lua;Python;SQL;TypeScript,118193.0
Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Bash/Shell (all shells);Python,26335.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,19180.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,HTML/CSS;Java;JavaScript;PHP;SQL,48247.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38.0,C#;JavaScript;PowerShell;Python;SQL;TypeScript,170000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Bash/Shell (all shells);C;C++;PowerShell;Python,150000.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,HTML/CSS;JavaScript;TypeScript,2528.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,HTML/CSS;Java;JavaScript;SQL;VBA;Visual Basic (.Net),131598.0
Dominican Republic,Some college/university study without earning a degree,20.0,Dart;Go;HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript,338.0
Italy,Some college/university study without earning a degree,15.0,Python;R;SQL,46406.0
Germany,Some college/university study without earning a degree,12.0,Bash/Shell (all shells);COBOL;Go;Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript,69609.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Bash/Shell (all shells);Java;SQL,84277.0
Israel,Some college/university study without earning a degree,10.0,HTML/CSS;Java;JavaScript;Rust;Scala;SQL;TypeScript,137659.0
United States of America,Some college/university study without earning a degree,10.0,Delphi;Elixir;GDScript;Go;Groovy;HTML/CSS;JavaScript;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;R;Rust;TypeScript;Zig;Gleam,30000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,JavaScript;Python;SQL;VBA,120655.0
Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,C#;HTML/CSS;JavaScript;SQL,108864.0
Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,85851.0
Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C;Lisp;Python,5514.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,Bash/Shell (all shells);C;C#;C++;Groovy;PowerShell;Python;Rust,64570.0
United States of America,Some college/university study without earning a degree,4.0,Assembly;Bash/Shell (all shells);C;Python;SQL,65000.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,164156.0
Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",37.0,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;TypeScript,452342.0
Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,C;HTML/CSS;JavaScript;Python;SQL;TypeScript,1291.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,C#,163370.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Delphi;HTML/CSS;JavaScript;PowerShell;Ruby;SQL;VBA,63808.0
United States of America,"Associate degree (A.A., A.S., etc.)",35.0,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;TypeScript,220000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,C;C++;Python;Rust,55687.0
Malta,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),58007.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,HTML/CSS;JavaScript;Ruby;SQL,110214.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Java;JavaScript;TypeScript,38359.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Bash/Shell (all shells);C;C#;C++;Java;JavaScript;Rust;SQL;TypeScript,27844.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,JavaScript;Ruby;TypeScript,300000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Perl;PHP;Python;Ruby;Swift;TypeScript,173000.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Bash/Shell (all shells);C++;Lua;MATLAB;PowerShell;Python;SQL,58007.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,C#;JavaScript;SQL,105580.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,JavaScript;PHP;TypeScript,56604.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Bash/Shell (all shells);HTML/CSS;Python,7574.0
Finland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18.0,Bash/Shell (all shells);C;C++;HTML/CSS;Python;Rust;SQL,92812.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,72393.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,C#,185623.0
Honduras,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,11964.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,325000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Python;SQL,5812.0
India,Some college/university study without earning a degree,4.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP,7672.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Elixir;Go;JavaScript;Python;Ruby;Rust;TypeScript,203000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);C++;Delphi;HTML/CSS;JavaScript;Python,85000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;TypeScript,162421.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,4363.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Bash/Shell (all shells);Go;Groovy;Lua;Python;Rust;Zig,95299.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);C;C++;Kotlin;Python,85000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python,2092.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Bash/Shell (all shells);PowerShell;Python,58742.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,300000.0
Andorra,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",45.0,C++;Python,400000.0
Ukraine,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,Assembly;Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,5752.0
Sweden,"Associate degree (A.A., A.S., etc.)",32.0,C#;SQL,62893.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Bash/Shell (all shells);C;C++;Python,240000.0
Colombia,Some college/university study without earning a degree,1.0,HTML/CSS;JavaScript;Python,5872.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Ada;Assembly;Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL;VBA,32484.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,C;C++;HTML/CSS;JavaScript;PHP,7855.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;TypeScript,64592.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,Assembly;Bash/Shell (all shells);C;C#;C++;F#;Go;Java;JavaScript;Kotlin;Lua;PowerShell;Python;R;Rust,75410.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;Python;TypeScript,58946.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50.0,Bash/Shell (all shells);SQL,180000.0
Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Lua;MicroPython;PHP;PowerShell;Python;Ruby;Rust;SQL;Swift;TypeScript,87011.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Swift,250000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,170000.0
South Africa,Some college/university study without earning a degree,30.0,Assembly;C;C++;Delphi;Elixir;Erlang;Go;Perl;PHP;Prolog;Python;Ruby,45103.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;MATLAB;Python;Rust;SQL,99194.0
United States of America,Some college/university study without earning a degree,2.0,Bash/Shell (all shells);C;Lua;Rust,90000.0
Poland,Some college/university study without earning a degree,12.0,Assembly;Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,22924.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);HTML/CSS;Perl;Python;Rust,92812.0
Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,C;C#;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,19103.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39.0,C#;HTML/CSS;Java;JavaScript;Python;SQL,127616.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Assembly;Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,182.0
Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,Bash/Shell (all shells);Scala,174022.0
Bulgaria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,C++;GDScript;Go;PowerShell,2249.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,HTML/CSS;JavaScript;TypeScript,87011.0
Germany,Other (please specify):,9.0,C#;JavaScript;PowerShell;Python;Rust,69609.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,Bash/Shell (all shells);C++;HTML/CSS;Java;Python;R;Rust;Scala;SQL;TypeScript,120000.0
United States of America,Some college/university study without earning a degree,15.0,C#;Dart;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript;Visual Basic (.Net),124000.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;HTML/CSS;Java;JavaScript;MicroPython;Perl;Python;TypeScript;Visual Basic (.Net),27.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,C;C++;Go;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;Rust;SQL,60328.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Go;Groovy;HTML/CSS;Java;JavaScript;Rust;TypeScript,17738.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,360000.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Java;JavaScript,16374.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Java;SQL,87011.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Dart;HTML/CSS;JavaScript;MicroPython;PHP;Python;Ruby;SQL,335000.0
Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,C++;Go;Python,41340.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43.0,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lisp;Perl;PHP;Python;SQL,190000.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;OCaml;PHP;PowerShell;Python;R;Rust;SQL,60000.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,Java;JavaScript;Python;TypeScript,93611.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,HTML/CSS;JavaScript;Python,150000.0
Spain,Some college/university study without earning a degree,3.0,Dart,32484.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;TypeScript,29473.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,75000.0
Sri Lanka,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Visual Basic (.Net),1599.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,C#;JavaScript;PowerShell;TypeScript,136141.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42.0,HTML/CSS;JavaScript;PHP;PowerShell;SQL;VBA,75410.0
Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,HTML/CSS;JavaScript;TypeScript,30317.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",44.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA,65.0
Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,69841.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Bash/Shell (all shells);C;C#;C++;JavaScript;Perl;PowerShell;Python,104829.0
Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,C#;HTML/CSS,14380.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;TypeScript,210000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,54000.0
Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;TypeScript,128776.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,68071.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,Bash/Shell (all shells);C;C++;HTML/CSS;SQL,76520.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);Java;Python;Scala;TypeScript,240000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,HTML/CSS;Java;JavaScript;SQL;Visual Basic (.Net),94000.0
